Recipe Name,Ingredients,Cost to Make,Npc Value,Profit,Type,Table
Coil of Rope,"Loom Shuttle, (5)Spool of Thread",50,1,-49.5,Refining,Textiles
Coil of White Iron Wire,"Wire Mold, Smelting Tongs, (2)White Iron Ingot, Chunk of Coal",387,125,-324.5,Refining,Smelting
Constantan Binding,"Smithing Hammer, Constantan Ingot, Chunk of Coal",135,25,-122.5,Production,Blacksmithing
Constantan Core,"Smelting Tongs, Core Mold, (3)Constantan Ingot, Chunk of Coal",399,1,-398.5,Refining,Smelting
Constantan Dagger Blade,"Smithing Hammer, Dagger Blade Mold, (2)Constantan Ingot, Chunk of Coal",267,20,-257,Production,Blacksmithing
Constantan Great Axe Blade,"Smithing Hammer, Great Axe Head Mold, (6)Constantan Ingot, Chunk of Coal",795,30,-780,Production,Blacksmithing
Constantan Halberd Blade,"Smithing Hammer, Halberd Blade Mold, (6)Constantan Ingot, Chunk of Coal",795,30,-780,Production,Blacksmithing
Constantan Hand Axe Blade,"Smithing Hammer, Hand Axe Head Mold, (3)Constantan Ingot, Chunk of Coal",399,30,-384,Production,Blacksmithing
Constantan Heavy War Hammer Head,"Smithing Hammer, Heavy War Hammer Head Mold, (6)Constantan Ingot, Chunk of Coal",795,10,-790,Production,Blacksmithing
Constantan Hilt,"Smithing Hammer, Chunk of Coal, (2)Constantan Ingot",267,10,-262,Production,Blacksmithing
Constantan Ingot,"Smelting Tongs, Ingot Mold, (2)Copper Ingot, (2)Chunk of Coal, (2)Nickel",132,100,-82,Refining,Smelting
Constantan Longsword Blade,"Smithing Hammer, Longsword Blade Mold, (3)Constantan Ingot, Chunk of Coal",399,370,-214,Production,Blacksmithing
Constantan Mace Head,"Smithing Hammer, Mace Head Mold, (3)Constantan Ingot, Chunk of Coal",399,30,-384,Production,Blacksmithing
Constantan Sheet,"Smithing Hammer, Sheet Mold, (3)Constantan Ingot, Chunk of Coal",399,190,-304,Production,Blacksmithing
Constantan Shortsword Blade,"Smithing Hammer, Shortsword Blade Mold, (3)Constantan Ingot, Chunk of Coal",399,30,-384,Production,Blacksmithing
Constantan Shortsword with Bronze Hilt,"Smithing Hammer, Constantan Shortsword Blade, Bronze Hilt, Chunk of Coal",669,110,-614,Production,Blacksmithing
Constantan Shortsword with Constantan Hilt,"Smithing Hammer, Constantan Shortsword Blade, Constantan Hilt, Chunk of Coal",669,110,-614,Production,Blacksmithing
Constantan Shortsword with Copper Hilt,"Smithing Hammer, Constantan Shortsword Blade, Copper Hilt, Chunk of Coal",451,110,-396,Production,Blacksmithing
Constantan Shortsword with Iron Hilt,"Smithing Hammer, Constantan Shortsword Blade, Iron Hilt, Chunk of Coal",451,110,-396,Production,Blacksmithing
Constantan Shortsword with Meteoric Iron Hilt,"Smithing Hammer, Constantan Shortsword Blade, Meteoric Iron Hilt, Chunk of Coal",789,110,-734,Production,Blacksmithing
Constantan Shortsword with White Iron Hilt,"Smithing Hammer, Constantan Shortsword Blade, White Iron Hilt, Chunk of Coal",789,110,-734,Production,Blacksmithing
Constantan Spear Head,"Smithing Hammer, Spear Head Mold, (3)Constantan Ingot, Chunk of Coal",399,70,-364,Production,Blacksmithing
Constantan Two-handed Mace Head,"Smithing Hammer, Two-handed Mace Head Mold, (6)Constantan Ingot, Chunk of Coal",795,30,-780,Production,Blacksmithing
Constantan Two-handed Sword Blade,"Smithing Hammer, Two-handed Sword Blade Mold, (5)Constantan Ingot, Chunk of Coal",663,50,-638,Production,Blacksmithing
Constantan Two-Handed Sword with Bronze Hilt,"Smithing Hammer, Constantan Two-handed Sword Blade, Bronze Hilt, (5)Chunk of Coal",945,115,-887.5,Production,Blacksmithing
Constantan Two-Handed Sword with Constantan Hilt,"Smithing Hammer, Constantan Two-handed Sword Blade, Constantan Hilt, (5)Chunk of Coal",945,115,-887.5,Production,Blacksmithing
Constantan Two-Handed Sword with Copper Hilt,"Smithing Hammer, Constantan Two-handed Sword Blade, Copper Hilt, (5)Chunk of Coal",727,115,-669.5,Production,Blacksmithing
Constantan Two-Handed Sword with Iron Hilt,"Smithing Hammer, Constantan Two-handed Sword Blade, Iron Hilt, (5)Chunk of Coal",727,115,-669.5,Production,Blacksmithing
Constantan Two-Handed Sword with Meteoric Iron Hilt,"Smithing Hammer, Constantan Two-handed Sword Blade, Meteoric Iron Hilt, (5)Chunk of Coal",1065,115,-1007.5,Production,Blacksmithing
Constantan War Hammer Head,"Smithing Hammer, War Hammer Head Mold, (2)Constantan Ingot, Chunk of Coal",267,30,-252,Production,Blacksmithing
Cooking Pot,,0,,0,Tool,Tool
Copper Binding,"Smithing Hammer, Copper Ingot, Chunk of Coal",26,5,-23.5,Production,Blacksmithing
Copper Core,"Smelting Tongs, Core Mold, (3)Copper Ingot, Chunk of Coal",72,1,-71.5,Refining,Smelting
Copper Dagger Blade,"Smithing Hammer, Dagger Blade Mold, (2)Copper Ingot, Chunk of Coal",49,20,-39,Production,Blacksmithing
Copper Great Axe Blade,"Smithing Hammer, Great Axe Head Mold, (6)Copper Ingot, Chunk of Coal",141,30,-126,Production,Blacksmithing
Copper Halberd Blade,"Smithing Hammer, Halberd Blade Mold, (6)Copper Ingot, Chunk of Coal",141,30,-126,Production,Blacksmithing
Copper Hand Axe Blade,"Smithing Hammer, Hand Axe Head Mold, (3)Copper Ingot, Chunk of Coal",72,30,-57,Production,Blacksmithing
Copper Heavy War Hammer Head,"Smithing Hammer, Heavy War Hammer Head Mold, (6)Copper Ingot, Chunk of Coal",141,10,-136,Production,Blacksmithing
Copper Heavy War Hammer,"Smithing Hammer, Copper Heavy War Hammer Head, Maple Handle, Chunk of Coal",178,225,-65.5,Production,Blacksmithing
Copper Hilt,"Smithing Hammer, Chunk of Coal, (2)Copper Ingot",49,10,-44,Production,Blacksmithing
Copper Ingot,"Smelting Tongs, Ingot Mold, (12)Metal Scrap, (2)Copper Ore, Chunk of Coal",13,,-13,Refining,Smelting
Copper Ingot,"Smelting Tongs, Ingot Mold, (4)Copper Ore, Chunk of Coal",23,60,7,Refining,Smelting
Copper Longsword Blade,"Smithing Hammer, Longsword Blade Mold, (3)Copper Ingot, Chunk of Coal",72,370,113,Production,Blacksmithing
Copper Mace Head,"Smithing Hammer, Mace Head Mold, (3)Copper Ingot, Chunk of Coal",72,30,-57,Production,Blacksmithing
Copper Mace with Maple Handle,"Carpentry Hammer, Copper Mace Head, Maple Handle, (3)Wax",112,75,-74.5,Production,Carpentry
Copper Mace with Pine Handle,"Smithing Hammer, Copper Mace Head, Pine Handle, Chunk of Coal",109,75,-71.5,Production,Blacksmithing
Copper Ore,,5,5,-2.5,Gathering,Gathering
Copper Plate Boots,"Smithing Hammer, Hot Chisel, Chunk of Coal, (2)Copper Sheet, Leather Straps",167,1140,403,Production,Blacksmithing
Copper Plate Leggings with Cotton Straps,"Smithing Hammer, Hot Chisel, (5)Copper Sheet, (2)Cotton Cloth Strap, Copper Binding, (2)Chunk of Coal",436,90,-391,Production,Blacksmithing
Copper Plate Leggings with Leather Straps,"Smithing Hammer, Hot Chisel, (5)Copper Sheet, (2)Leather Straps, Iron Binding, (2)Chunk of Coal",432,90,-387,Production,Blacksmithing
Copper Sheet,"Smithing Hammer, Sheet Mold, (3)Copper Ingot, Chunk of Coal",72,190,23,Production,Blacksmithing
Copper Shortsword Blade,"Smithing Hammer, Shortsword Blade Mold, (3)Copper Ingot, Chunk of Coal",72,30,-57,Production,Blacksmithing
Copper Shortsword with Bronze Hilt,"Smithing Hammer, Copper Shortsword Blade, Bronze Hilt, Chunk of Coal",342,110,-287,Production,Blacksmithing
Copper Shortsword with Constantan Hilt,"Smithing Hammer, Copper Shortsword Blade, Constantan Hilt, Chunk of Coal",342,110,-287,Production,Blacksmithing
Copper Shortsword with Copper Hilt,"Smithing Hammer, Copper Shortsword Blade, Copper Hilt, (3)Chunk of Coal",130,110,-75,Production,Blacksmithing
Copper Shortsword with Iron Hilt,"Smithing Hammer, Copper Shortsword Blade, Iron Hilt, Chunk of Coal",124,110,-69,Production,Blacksmithing
Copper Shortsword with Meteoric Iron Hilt,"Smithing Hammer, Copper Shortsword Blade, Meteoric Iron Hilt, Chunk of Coal",462,110,-407,Production,Blacksmithing
Copper Shortsword with White Iron Hilt,"Smithing Hammer, Copper Shortsword Blade, White Iron Hilt, Chunk of Coal",462,110,-407,Production,Blacksmithing
Copper Spear Head,"Smithing Hammer, Spear Head Mold, (3)Copper Ingot, Chunk of Coal",72,70,-37,Production,Blacksmithing
Copper Two-handed Mace Head,"Smithing Hammer, Two-handed Mace Head Mold, (6)Copper Ingot, Chunk of Coal",141,30,-126,Production,Blacksmithing
Copper Two-handed Sword Blade,"Smithing Hammer, Two-handed Sword Blade Mold, (5)Copper Ingot, Chunk of Coal",118,105,-65.5,Production,Blacksmithing
Copper Two-Handed Sword with Bronze Hilt,"Smithing Hammer, Copper Two-handed Sword Blade, Bronze Hilt, (5)Chunk of Coal",400,115,-342.5,Production,Blacksmithing
Copper Two-Handed Sword with Constantan Hilt,"Smithing Hammer, Copper Two-handed Sword Blade, Constantan Hilt, (5)Chunk of Coal",400,115,-342.5,Production,Blacksmithing
Copper Two-Handed Sword with Copper Hilt,"Smithing Hammer, Copper Two-handed Sword Blade, Copper Hilt, (5)Chunk of Coal",182,115,-124.5,Production,Blacksmithing
Copper Two-Handed Sword with Iron Hilt,"Smithing Hammer, Copper Two-handed Sword Blade, Iron Hilt, (5)Chunk of Coal",182,115,-124.5,Production,Blacksmithing
Copper Two-Handed Sword with Meteoric Iron Hilt,"Smithing Hammer, Copper Two-handed Sword Blade, Meteoric Iron Hilt, (5)Chunk of Coal",520,115,-462.5,Production,Blacksmithing
Copper War Hammer Head,"Smithing Hammer, War Hammer Head Mold, (2)Copper Ingot, Chunk of Coal",49,30,-34,Production,Blacksmithing
Core Mold,,0,,0,Tool,Tool
Corner Rough Stone Fence,"Smelting Tongs, (20)Granite Block, (2)Metal Binding",152,50,-127,Refining,Smelting
Corner Rough Wooden Fence,"Carpentry Hammer, (9)Maple Wood, (2)Metal Binding",97,0,-97,Production,Carpentry
Corner Rough Wooden Fence,"Carpentry Hammer, (9)Pine Wood, (2)Metal Binding",97,,-97,Production,Carpentry
Corner Tall Rough Stone Fence,"Smelting Tongs, (30)Granite Block, (2)Metal Binding",202,,-202,Refining,Smelting
Corpse Wax,,3,3,-1.5,Gathering,Gathering
Cotton Bow String,"Tailoring Scissors, (5)Spool of Cotton Thread, Wax",102,,-102,Production,Tailoring
Cotton Cloth Boots with Leather,"Tailoring Scissors, Bone Needle, (2)Bolt of Cotton Cloth, Yard of Leather, (3)Wax",128,70,-93,Production,Tailoring
Cotton Cloth Chest Armor with Bronze Binding and Hardened Leather,"Tailoring Scissors, Bone Needle, (5)Bolt of Cotton Cloth, (3)Bronze Binding, (2)Yard of Hardened Leather, (4)Wax",1107,70,-1072,Production,Tailoring
Cotton Cloth Chest Armor with Constantan Binding and Leather,"Tailoring Scissors, Bone Needle, (5)Bolt of Cotton Cloth, (3)Constantan Binding, (2)Yard of Leather, (4)Wax",699,70,-664,Production,Tailoring
Cotton Cloth Chest Armor with Copper Binding and Supple Leather,"Tailoring Scissors, Bone Needle, (5)Bolt of Cotton Cloth, (3)Copper Binding, (2)Yard of Supple Leather, (4)Wax",780,70,-745,Production,Tailoring
Cotton Cloth Chest Armor with Iron Bindings and Leather,"Tailoring Scissors, Bone Needle, (5)Bolt of Cotton Cloth, (3)Iron Binding, (2)Yard of Leather, (4)Wax",372,70,-337,Production,Tailoring
Cotton Cloth Chest Armor with Meteoric Iron Binding and Supple Leather,"Tailoring Scissors, Bone Needle, (5)Bolt of Cotton Cloth, (3)Meteoric Iron Binding, (2)Yard of Supple Leather, (4)Wax",1287,70,-1252,Production,Tailoring
Cotton Cloth Leggings with Bronze Binding and Hardened Leather,"Tailoring Scissors, Bone Needle, (4)Bolt of Cotton Cloth, (2)Bronze Binding, Yard of Hardened Leather, (3)Wax",686,70,-651,Production,Tailoring
Cotton Cloth Leggings with Bronze Binding and Leather,"Tailoring Scissors, Bone Needle, (4)Bolt of Cotton Cloth, (2)Bronze Binding, Yard of Leather, (3)Wax",482,70,-447,Production,Tailoring
Cotton Cloth Leggings with Bronze Binding and Supple Leather,"Tailoring Scissors, Bone Needle, (4)Bolt of Cotton Cloth, (2)Bronze Binding, Yard of Supple Leather, (3)Wax",686,70,-651,Production,Tailoring
Cotton Cloth Leggings with Copper Binding and Hardened Leather,"Tailoring Scissors, Bone Needle, (4)Bolt of Cotton Cloth, (2)Copper Binding, Yard of Hardened Leather, (3)Wax",468,70,-433,Production,Tailoring
Cotton Cloth Leggings with Copper Binding and Leather,"Tailoring Scissors, Bone Needle, (4)Bolt of Cotton Cloth, (2)Copper Binding, Yard of Leather, (3)Wax",264,70,-229,Production,Tailoring
Cotton Cloth Leggings with Copper Binding and Supple Leather,"Tailoring Scissors, Bone Needle, (4)Bolt of Cotton Cloth, (2)Copper Binding, Yard of Supple Leather, (3)Wax",468,70,-433,Production,Tailoring
Cotton Cloth Leggings with Iron Binding and Hardened Leather,"Tailoring Scissors, Bone Needle, (4)Bolt of Cotton Cloth, (2)Iron Binding, Yard of Hardened Leather, (3)Wax",468,70,-433,Production,Tailoring
Cotton Cloth Leggings with Iron Binding and Leather,"Tailoring Scissors, Bone Needle, (4)Bolt of Cotton Cloth, (2)Iron Binding, Yard of Leather, (3)Wax",264,70,-229,Production,Tailoring
Cotton Cloth Leggings with Iron Binding and Supple Leather,"Tailoring Scissors, Bone Needle, (4)Bolt of Cotton Cloth, (2)Iron Binding, Yard of Supple Leather, (3)Wax",468,70,-433,Production,Tailoring
Cotton Cloth Strap,"Loom Shuttle, Spool of Cotton Thread, Wax",22,5,-19.5,Refining,Textiles
Cotton Cloth Straps,"Loom Shuttle, Spool of Thread, Wax",12,5,-9.5,Refining,Textiles
Crafted Chest Armor,,0,,0,Gathering,Gathering
Crafted Equipable,,0,,0,Gathering,Gathering
Crafted Ring or Necklace,,0,,0,Gathering,Gathering
Crafted Two-handed Weapon,,0,,0,Gathering,Gathering
Crafted Weapon,,75,,-75,Gathering,Gathering
Creosote,,1,1,-0.5,Gathering,Gathering
Crimson Pine Binding,"Wood Rasp, Crimson Pine Timber, (3)Wax",178,5,-175.5,Production,Carpentry
Crimson Pine Board,"Cubit Measure, Crimson Pine Timber, Creosote",173,,-173,Refining,Milling
Crimson Pine Handle,"Carpentry Hammer, Crimson Pine Timber, Wax",174,90,-129,Production,Carpentry
Crimson Pine Heartwood,"Wood Rasp, (4)Crimson Pine Timber, Wax",690,30,-675,Production,Carpentry
Crimson Pine Long Bow with Carapacian Bow String,"Carpentry Hammer, Long Crimson Pine Bowstave, (2)Carapacian Bow String, (5)Wax",3016,200,-2916,Production,Carpentry
Crimson Pine Long Bow with Fustian Bow String,"Carpentry Hammer, Long Crimson Pine Bowstave, (2)Fustian Bow String, (5)Wax",3016,200,-2916,Production,Carpentry
Crimson Pine Long Bow with Hardened Leather Bow String,"Carpentry Hammer, Long Crimson Pine Bowstave, (2)Hardened Leather Bow String, (5)Wax",2936,200,-2836,Production,Carpentry
Crimson Pine Long Bow with Leather Bow String,"Carpentry Hammer, Long Crimson Pine Bowstave, (2)Leather Bow String, (5)Wax",1916,200,-1816,Production,Carpentry
Crimson Pine Long Bow with Supple Leather Bow String,"Carpentry Hammer, Long Crimson Pine Bowstave, (2)Supple Leather Bow String, (5)Wax",2936,200,-2836,Production,Carpentry
Crimson Pine Pole,"Cubit Measure, (6)Crimson Pine Timber, Wax",1034,20,-1024,Refining,Milling
Crimson Pine Short Bow with Carapacian Bow String,"Carpentry Hammer, Crimson Pine Short Bowstave, Carapacian Bow String, (5)Wax",2030,150,-1955,Production,Carpentry
Crimson Pine Short Bow with Cotton Bow String,"Carpentry Hammer, Crimson Pine Short Bowstave, Cotton Bow String, (5)Wax",1490,150,-1415,Production,Carpentry
Crimson Pine Short Bow with Fustian Bow String,"Carpentry Hammer, Crimson Pine Short Bowstave, Fustian Bow String, (5)Wax",2030,150,-1955,Production,Carpentry
Crimson Pine Short Bow with Hardened Leather Bow String,"Carpentry Hammer, Crimson Pine Short Bowstave, Hardened Leather Bow String, (5)Wax",1990,150,-1915,Production,Carpentry
Crimson Pine Short Bow with Leather Bow String,"Carpentry Hammer, Crimson Pine Short Bowstave, Leather Bow String, (5)Wax",1480,150,-1405,Production,Carpentry
Crimson Pine Short Bow with Supple Leather Bow String,"Carpentry Hammer, Crimson Pine Short Bowstave, Supple Leather Bow String, (5)Wax",1990,150,-1915,Production,Carpentry
Crimson Pine Short Bowstave,"Wood Rasp, (8)Crimson Pine Timber, Wax",1378,170,-1293,Production,Carpentry
Crimson Pine Strip,"Cubit Measure, (4)Crimson Pine Timber, Wax",690,24,-678,Refining,Milling
Crimson Pine Timber,"Cubit Measure, (4)Pine Timber, (4)Creosote, Sooty Bark",172,20,-162,Refining,Milling
Crimson Pine Wand with Bronze Core,"Carpentry Hammer, Crimson Pine Heartwood, Bronze Core, Wax",1091,50,-1066,Production,Carpentry
Cubit Measure,,0,0,0,,Tool
Cubit Measure,"Cubit Measure, Maple Board",33,,-33,Refining,Milling
Cure Plague Potion,"Mortar and Pestle, (10)Garlic, (5)Corpse Wax, Empty Flask",35,100,15,Production,Alchemy
Cure Poison Potion,"Mortar and Pestle, (10)Garlic, (5)Nightshade, Empty Flask",30,100,20,Production,Alchemy
Curing Salt,,2,2,-1,Gathering,Gathering
Cut Gem,,0,,0,Gathering,Gathering
Dagger Blade Mold,,0,,0,Tool,Tool
Dagger of Crushing/Iron Dagger with Copper Hilt,"Smithing Hammer, Iron Dagger Blade, Copper Hilt, Chunk of Coal",101,40,-81,Production,Blacksmithing
Dagger of Crushing/Iron Dagger with Iron Hilt,"Smithing Hammer, Iron Dagger Blade, Iron Hilt, Chunk of Coal",101,40,-81,Production,Blacksmithing
Dagger of Crushing/Iron Dagger with White Iron Hilt,"Smithing Hammer, Iron Dagger Blade, White Iron Hilt, Chunk of Coal",439,40,-419,Production,Blacksmithing
Dagger of Dexterity/Constantan Dagger with Bronze Hilt,"Smithing Hammer, Constantan Dagger Blade, Bronze Hilt, Chunk of Coal",537,40,-517,Production,Blacksmithing
Dagger of Dexterity/Constantan Dagger with Constantan Hilt,"Smithing Hammer, Constantan Dagger Blade, Constantan Hilt, Chunk of Coal",537,40,-517,Production,Blacksmithing
Dagger of Dexterity/Constantan Dagger with Copper Hilt,"Smithing Hammer, Constantan Dagger Blade, Copper Hilt, Chunk of Coal",319,40,-299,Production,Blacksmithing
Dagger of Dexterity/Constantan Dagger with Iron Hilt,"Smithing Hammer, Constantan Dagger Blade, Iron Hilt, Chunk of Coal",319,40,-299,Production,Blacksmithing
Dagger of Dexterity/Constantan Dagger with Meteoric Iron Hilt,"Smithing Hammer, Constantan Dagger Blade, Meteoric Iron Hilt, Chunk of Coal",657,40,-637,Production,Blacksmithing
Dagger of Dexterity/Constantan Dagger with White Iron Hilt,"Smithing Hammer, Constantan Dagger Blade, White Iron Hilt, Chunk of Coal",657,40,-637,Production,Blacksmithing
Dagger of Dexterity/Copper Dagger with Constantan Hilt,"Smithing Hammer, Copper Dagger Blade, Constantan Hilt, Chunk of Coal",319,40,-299,Production,Blacksmithing
Dagger of Dexterity/Iron Dagger with Constantan Hilt,"Smithing Hammer, Iron Dagger Blade, Constantan Hilt, Chunk of Coal",319,40,-299,Production,Blacksmithing
Dagger of Dexterity/White Iron Dagger with Constantan Hilt,"Smithing Hammer, White Iron Dagger Blade, Constantan Hilt, Chunk of Coal",657,40,-637,Production,Blacksmithing
Dagger of Greater Crushing/Copper Dagger with Meteoric Iron Hilt,"Smithing Hammer, Copper Dagger Blade, Meteoric Iron Hilt, Chunk of Coal",439,40,-419,Production,Blacksmithing
Dagger of Greater Crushing/Iron Dagger with Meteoric Iron Hilt,"Smithing Hammer, Iron Dagger Blade, Meteoric Iron Hilt, Chunk of Coal",439,40,-419,Production,Blacksmithing
Dagger of Greater Crushing/Meteoric Iron Dagger with Bronze Hilt,"Smithing Hammer, Meteoric Iron Dagger Blade, Bronze Hilt, Chunk of Coal",657,40,-637,Production,Blacksmithing
Dagger of Greater Crushing/Meteoric Iron Dagger with Constantan Hilt,"Smithing Hammer, Meteoric Iron Dagger Blade, Constantan Hilt, Chunk of Coal",657,40,-637,Production,Blacksmithing
Dagger of Greater Crushing/Meteoric Iron Dagger with Copper Hilt,"Smithing Hammer, Meteoric Iron Dagger Blade, Copper Hilt, Chunk of Coal",439,40,-419,Production,Blacksmithing
Dagger of Greater Crushing/Meteoric Iron Dagger with Iron Hilt,"Smithing Hammer, Meteoric Iron Dagger Blade, Iron Hilt, Chunk of Coal",439,40,-419,Production,Blacksmithing
Dagger of Greater Crushing/Meteoric Iron Dagger with Meteoric Iron Hilt,"Smithing Hammer, Meteoric Iron Dagger Blade, Meteoric Iron Hilt, Chunk of Coal",777,40,-757,Production,Blacksmithing
Dagger of Greater Crushing/Meteoric Iron Dagger with White Iron Hilt,"Smithing Hammer, Meteoric Iron Dagger Blade, White Iron Hilt, Chunk of Coal",777,40,-757,Production,Blacksmithing
Dagger of Greater Crushing/White Iron Dagger with Meteoric Iron Hilt,"Smithing Hammer, White Iron Dagger Blade, Meteoric Iron Hilt, Chunk of Coal",777,40,-757,Production,Blacksmithing
Dagger of Greater Haste/Bronze Dagger with Bronze Hilt,"Smithing Hammer, Bronze Dagger Blade, Bronze Hilt, Chunk of Coal",537,40,-517,Production,Blacksmithing
Dagger of Greater Haste/Bronze Dagger with Constantan Hilt,"Smithing Hammer, Bronze Dagger Blade, Constantan Hilt, Chunk of Coal",537,40,-517,Production,Blacksmithing
Dagger of Greater Haste/Bronze Dagger with Copper Hilt,"Smithing Hammer, Bronze Dagger Blade, Copper Hilt, Chunk of Coal",319,40,-299,Production,Blacksmithing
